来源文件,位置(程序键),楼层,分区,类型,数值/名称,说明
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB125""]",L1,SLAB 5B,登记表梁构件,MKB-1VB125,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB125a""]",L1,SLAB 5B,登记表梁构件,MKB-1VB125a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB126a""]",L1,SLAB 5B,登记表梁构件,MKB-1VB126a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB127""]",L1,SLAB 5B,登记表梁构件,MKB-1VB127,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB127a""]",L1,SLAB 5B,登记表梁构件,MKB-1VB127a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB128""]",L1,SLAB 5B,登记表梁构件,MKB-1VB128,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB134""]",L1,SLAB 5B,登记表梁构件,MKB-1VB134,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB134a""]",L1,SLAB 5B,登记表梁构件,MKB-1VB134a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB136""]",L1,SLAB 5B,登记表梁构件,MKB-1VB136,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB137""]",L1,SLAB 5B,登记表梁构件,MKB-1VB137,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 5B""].beam.beams[id=""MKB-1VB140""]",L1,SLAB 5B,登记表梁构件,MKB-1VB140,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam",L1,SLAB 6A,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细9条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB5b""]",L1,SLAB 6A,登记表梁构件,MKB-1HB5b,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB11""]",L1,SLAB 6A,登记表梁构件,MKB-1HB11,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB20""]",L1,SLAB 6A,登记表梁构件,MKB-1HB20,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB21""]",L1,SLAB 6A,登记表梁构件,MKB-1HB21,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB27""]",L1,SLAB 6A,登记表梁构件,MKB-1HB27,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1HB28""]",L1,SLAB 6A,登记表梁构件,MKB-1HB28,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1VB22""]",L1,SLAB 6A,登记表梁构件,MKB-1VB22,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1VB35""]",L1,SLAB 6A,登记表梁构件,MKB-1VB35,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A""].beam.beams[id=""MKB-1VB146""]",L1,SLAB 6A,登记表梁构件,MKB-1VB146,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam",L1,SLAB 6A-1,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细15条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB9""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB9,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB17""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB17,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB24""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB24,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB25""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB25,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB26""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB26,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1HB131""]",L1,SLAB 6A-1,登记表梁构件,MKB-1HB131,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB17""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB17,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB17a""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB17a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB18""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB18,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB23""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB23,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB24""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB24,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB36""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB36,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB37""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB37,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB38""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB38,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6A-1""].beam.beams[id=""MKB-1VB147""]",L1,SLAB 6A-1,登记表梁构件,MKB-1VB147,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam",L1,SLAB 6B,登记表梁数量,"主梁nos=0, 钢梁sbNos=0, 明细21条",levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB1""]",L1,SLAB 6B,登记表梁构件,MKB-1HB1,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB2""]",L1,SLAB 6B,登记表梁构件,MKB-1HB2,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB3""]",L1,SLAB 6B,登记表梁构件,MKB-1HB3,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB5""]",L1,SLAB 6B,登记表梁构件,MKB-1HB5,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB5a""]",L1,SLAB 6B,登记表梁构件,MKB-1HB5a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB6""]",L1,SLAB 6B,登记表梁构件,MKB-1HB6,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB7""]",L1,SLAB 6B,登记表梁构件,MKB-1HB7,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB10""]",L1,SLAB 6B,登记表梁构件,MKB-1HB10,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB12""]",L1,SLAB 6B,登记表梁构件,MKB-1HB12,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1HB130""]",L1,SLAB 6B,登记表梁构件,MKB-1HB130,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB1""]",L1,SLAB 6B,登记表梁构件,MKB-1VB1,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB4""]",L1,SLAB 6B,登记表梁构件,MKB-1VB4,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB5""]",L1,SLAB 6B,登记表梁构件,MKB-1VB5,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB7""]",L1,SLAB 6B,登记表梁构件,MKB-1VB7,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB7a""]",L1,SLAB 6B,登记表梁构件,MKB-1VB7a,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB10""]",L1,SLAB 6B,登记表梁构件,MKB-1VB10,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB11""]",L1,SLAB 6B,登记表梁构件,MKB-1VB11,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB12""]",L1,SLAB 6B,登记表梁构件,MKB-1VB12,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB13""]",L1,SLAB 6B,登记表梁构件,MKB-1VB13,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB14""]",L1,SLAB 6B,登记表梁构件,MKB-1VB14,levels仅L1却登记了梁 — 请人工核对后删除
zp-data.global.js,"ZP.qty[""SLAB 6B""].beam.beams[id=""MKB-1VB148""]",L1,SLAB 6B,登记表梁构件,MKB-1VB148,levels仅L1却登记了梁 — 请人工核对后删除
